NODE=[HOST_bcfd0fc19c] | JOB=cs-r10-scal-s1 4683768
ARGS: --optimizer HF --alg-base SGDm --momentum-param-base 0.99 --weight-decay-base 0.1 --alg-meta Lion --momentum-param-meta 0.99 --Lion-beta2-meta 0.9 --weight-decay-meta 0 --dataset CIFAR100 --NN-name ResNet10_c100 --batch-size 100 --max-time 999:00:00 --gamma 1 --meta-stepsize 1e-3 --alpha0 1e-3 --num-epochs 100 --stepsize-groups scalar --seed 1 --save-directory cluster/Account1/metaopt/runs/cs100 --run-name cs-r10-scal-s1
ENV: AUGMENT=1 BETA_CLIP=-15:-2.3026 HIER=none LAM=na ETA_RATIO=na COS_TOTAL=default COS_WARMUP=default
NVIDIA L4, 23034 MiB

args_base includes unnecessary attributes {'normalizer_param'} 

Files already downloaded and verified
Files already downloaded and verified
cluster/Account1/metaopt/envs/mo/lib/python3.10/site-packages/torch/nn/modules/conv.py:459: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 0, Train Accuracy: 2.36 %, Test Accuracy: 5.05 %
Epoch 1, Train Accuracy: 6.52 %, Test Accuracy: 8.15 %
Epoch 2, Train Accuracy: 9.03 %, Test Accuracy: 9.66 %
Epoch 3, Train Accuracy: 10.28 %, Test Accuracy: 10.94 %
Epoch 4, Train Accuracy: 11.07 %, Test Accuracy: 11.42 %
Epoch 5, Train Accuracy: 11.70 %, Test Accuracy: 11.94 %
Epoch 6, Train Accuracy: 11.70 %, Test Accuracy: 11.85 %
Epoch 7, Train Accuracy: 11.87 %, Test Accuracy: 12.45 %
Epoch 8, Train Accuracy: 12.01 %, Test Accuracy: 12.03 %
Epoch 9, Train Accuracy: 12.10 %, Test Accuracy: 12.38 %
Epoch 10, Train Accuracy: 12.28 %, Test Accuracy: 12.34 %
Epoch 11, Train Accuracy: 12.40 %, Test Accuracy: 12.83 %
Epoch 12, Train Accuracy: 12.42 %, Test Accuracy: 12.74 %
Epoch 13, Train Accuracy: 12.51 %, Test Accuracy: 12.69 %
Epoch 14, Train Accuracy: 12.53 %, Test Accuracy: 12.91 %
Epoch 15, Train Accuracy: 12.50 %, Test Accuracy: 12.77 %
Epoch 16, Train Accuracy: 12.44 %, Test Accuracy: 12.80 %
Epoch 17, Train Accuracy: 12.45 %, Test Accuracy: 12.78 %
Epoch 18, Train Accuracy: 12.59 %, Test Accuracy: 12.77 %
Epoch 19, Train Accuracy: 12.55 %, Test Accuracy: 12.85 %
Epoch 20, Train Accuracy: 12.47 %, Test Accuracy: 12.90 %
Epoch 21, Train Accuracy: 12.53 %, Test Accuracy: 12.89 %
Epoch 22, Train Accuracy: 12.39 %, Test Accuracy: 12.62 %
Epoch 23, Train Accuracy: 12.57 %, Test Accuracy: 12.94 %
Epoch 24, Train Accuracy: 12.50 %, Test Accuracy: 12.80 %
Epoch 25, Train Accuracy: 12.58 %, Test Accuracy: 12.85 %
Epoch 26, Train Accuracy: 12.48 %, Test Accuracy: 12.92 %
Epoch 27, Train Accuracy: 12.55 %, Test Accuracy: 12.75 %
Epoch 28, Train Accuracy: 12.53 %, Test Accuracy: 12.84 %
Epoch 29, Train Accuracy: 12.59 %, Test Accuracy: 12.80 %
Epoch 30, Train Accuracy: 12.44 %, Test Accuracy: 12.84 %
Epoch 31, Train Accuracy: 12.58 %, Test Accuracy: 12.94 %
Epoch 32, Train Accuracy: 12.59 %, Test Accuracy: 12.91 %
Epoch 33, Train Accuracy: 12.49 %, Test Accuracy: 12.79 %
Epoch 34, Train Accuracy: 12.52 %, Test Accuracy: 12.82 %
Epoch 35, Train Accuracy: 12.49 %, Test Accuracy: 12.77 %
Epoch 36, Train Accuracy: 12.49 %, Test Accuracy: 12.78 %
Epoch 37, Train Accuracy: 12.52 %, Test Accuracy: 12.74 %
Epoch 38, Train Accuracy: 12.63 %, Test Accuracy: 12.85 %
Epoch 39, Train Accuracy: 12.51 %, Test Accuracy: 12.82 %
Epoch 40, Train Accuracy: 12.55 %, Test Accuracy: 12.94 %
Epoch 41, Train Accuracy: 12.66 %, Test Accuracy: 12.88 %
Epoch 42, Train Accuracy: 12.52 %, Test Accuracy: 12.92 %
Epoch 43, Train Accuracy: 12.57 %, Test Accuracy: 12.85 %
Epoch 44, Train Accuracy: 12.48 %, Test Accuracy: 12.73 %
Epoch 45, Train Accuracy: 12.48 %, Test Accuracy: 12.96 %
Epoch 46, Train Accuracy: 12.56 %, Test Accuracy: 12.80 %
Epoch 47, Train Accuracy: 12.59 %, Test Accuracy: 12.83 %
Epoch 48, Train Accuracy: 12.46 %, Test Accuracy: 13.00 %
Epoch 49, Train Accuracy: 12.39 %, Test Accuracy: 12.89 %
Epoch 50, Train Accuracy: 12.52 %, Test Accuracy: 12.84 %
Epoch 51, Train Accuracy: 12.57 %, Test Accuracy: 12.88 %
